CREATING VECTORS
LOADING NETWORK FROM FILE
Predicted: 0.653490144181433 Actual: 0.2
Predicted: 0.75208538970816 Actual: 0.8
Predicted: 0.768325776494214 Actual: 0.8
Predicted: 0.774809414042474 Actual: 0.6
Predicted: 0.689824978905055 Actual: 0.6
Predicted: 0.799638320425232 Actual: 0.6
Predicted: 0.711217570060664 Actual: 0.6
Predicted: 0.645109512386031 Actual: 0.4
Predicted: 0.691937401974099 Actual: 0.6
Predicted: 0.70971818535067 Actual: 0.6
Predicted: 0.680138170449851 Actual: 0.6
Predicted: 0.715876737665615 Actual: 0.6
Predicted: 0.670685099502968 Actual: 0.4
Predicted: 0.620311948414533 Actual: 0.6
Predicted: 0.703562763885679 Actual: 0.8
Predicted: 0.691923849508106 Actual: 0.6
Predicted: 0.689892307901621 Actual: 0.8
Predicted: 0.666807985567811 Actual: 0.4
Predicted: 0.675866520202073 Actual: 0.8
Predicted: 0.671595480067339 Actual: 0.6
Predicted: 0.689909894833182 Actual: 0.6
Predicted: 0.691999858429598 Actual: 0.8
Predicted: 0.733406383843777 Actual: 0.8
Predicted: 0.746435237893377 Actual: 0.8
Predicted: 0.746438060067511 Actual: 0.8
Predicted: 0.792810377214032 Actual: 0.8
Predicted: 0.733420284334155 Actual: 0.8
Predicted: 0.709800647282956 Actual: 0.6
Predicted: 0.689942032690931 Actual: 0.6
Predicted: 0.744670956449842 Actual: 1
Predicted: 0.697306286552245 Actual: 0.6
Predicted: 0.673059104726011 Actual: 1
Predicted: 0.633024390913428 Actual: 0.6
Predicted: 0.665330909694906 Actual: 0.6
Predicted: 0.743182397763758 Actual: 0.6
Predicted: 0.666437529626098 Actual: 1
Predicted: 0.756932351336914 Actual: 1
Predicted: 0.745787771115732 Actual: 1
Predicted: 0.760159181590878 Actual: 0.6
Predicted: 0.706381277026253 Actual: 0.6
Predicted: 0.773498096730469 Actual: 0.8
Predicted: 0.734413729772419 Actual: 0.8
Predicted: 0.694575190242052 Actual: 0.6
Predicted: 0.763033075034372 Actual: 0.8
Predicted: 0.791788436015831 Actual: 0.7
Predicted: 0.660163274886198 Actual: 0.6
Predicted: 0.723266114741259 Actual: 0.9
Predicted: 0.791815651133661 Actual: 1
Predicted: 0.60820086118676 Actual: 0.5
Predicted: 0.769258035398462 Actual: 1
Predicted: 0.672356437676289 Actual: 0.5
Predicted: 0.787166991059707 Actual: 0.6
Predicted: 0.726751934647728 Actual: 0.6
Predicted: 0.735842932205688 Actual: 0.6
Predicted: 0.754029526627791 Actual: 0.6
Predicted: 0.745229109905994 Actual: 0.4
Predicted: 0.70563410711512 Actual: 0.7
Predicted: 0.783697587248707 Actual: 0.6
Predicted: 0.671942185897499 Actual: 1
Predicted: 0.696480569426037 Actual: 0.6
Predicted: 0.701495220251575 Actual: 0.8
Predicted: 0.757665992767799 Actual: 0.6
Predicted: 0.625210865896814 Actual: 0.8
Predicted: 0.612155519606922 Actual: 0.7
Predicted: 0.740047112016289 Actual: 0.9
Predicted: 0.721844689113149 Actual: 0.8
Predicted: 0.763883676905078 Actual: 0.8
Predicted: 0.684662863195114 Actual: 0.8
Predicted: 0.714844296663839 Actual: 0.6
Predicted: 0.661651916928982 Actual: 0.6
Predicted: 0.725933024414435 Actual: 0.7
Predicted: 0.612919018089016 Actual: 0.6
Predicted: 0.786301229756851 Actual: 0.7
Predicted: 0.747363218187907 Actual: 0.8
Predicted: 0.740632737371272 Actual: 0.8
Predicted: 0.74611993779358 Actual: 1
Predicted: 0.661987095710887 Actual: 0.6
Predicted: 0.697477790219907 Actual: 0.8
Predicted: 0.726576697253049 Actual: 1
Predicted: 0.673139960792268 Actual: 0.6
Predicted: 0.776835211989135 Actual: 0.7
Predicted: 0.693095209266585 Actual: 0.6
Predicted: 0.721911825853908 Actual: 0.5
Predicted: 0.724020818122779 Actual: 0.6
Predicted: 0.778253745084409 Actual: 0.7
Predicted: 0.709011379119281 Actual: 0.6
Predicted: 0.697908046282867 Actual: 0.7
Predicted: 0.661754082220902 Actual: 0.7
Predicted: 0.804107237220953 Actual: 0.9
Predicted: 0.80451338049505 Actual: 0.9
Predicted: 0.793773623690107 Actual: 0.6
Predicted: 0.8098900711029 Actual: 0.8
Predicted: 0.870467057405546 Actual: 0.8
Predicted: 0.870909658247139 Actual: 1
Predicted: 0.897640634851521 Actual: 1
Predicted: 0.861826681326071 Actual: 1
Predicted: 0.897646808446047 Actual: 0.8
Predicted: 0.891675741655519 Actual: 0.6
Predicted: 0.885602825528448 Actual: 0.6
Predicted: 0.875523488220734 Actual: 1
Predicted: 0.870204122620689 Actual: 0.8
Predicted: 0.872509405043491 Actual: 1
Predicted: 0.889281123591025 Actual: 0.6
Predicted: 0.881652246898724 Actual: 1
Predicted: 0.898213495522211 Actual: 1
Predicted: 0.870218371214444 Actual: 1
Predicted: 0.90477790154965 Actual: 1
Predicted: 0.880245167213153 Actual: 0.8
Predicted: 0.857998618746444 Actual: 0.6
Predicted: 0.835989679300455 Actual: 0.6
Predicted: 0.911352375053196 Actual: 0.6
Predicted: 0.870544837526451 Actual: 0.8
Predicted: 0.845719165249429 Actual: 0.2
Predicted: 0.870235756034063 Actual: 0.8
Predicted: 0.875559752410041 Actual: 0.8
Predicted: 0.899211777231096 Actual: 0.8
Predicted: 0.857698897180845 Actual: 1
Predicted: 0.837509426775557 Actual: 1
Predicted: 0.883685156786647 Actual: 1
Predicted: 0.859802909441266 Actual: 1
Predicted: 0.893555846994912 Actual: 0.6
Predicted: 0.897730845821229 Actual: 1
Predicted: 0.894431169720052 Actual: 1
Predicted: 0.880719477637343 Actual: 0.8
Predicted: 0.878654768846365 Actual: 1
Predicted: 0.911407288788154 Actual: 1
Predicted: 0.901958542567198 Actual: 1
Predicted: 0.892560602909129 Actual: 0.8
Predicted: 0.895132672155095 Actual: 1
Predicted: 0.896467489156791 Actual: 1
Predicted: 0.846546257764336 Actual: 0.8
Predicted: 0.842177775776977 Actual: 0.8
Predicted: 0.900659048092025 Actual: 1
Predicted: 0.860920740221522 Actual: 1
Predicted: 0.906007318673206 Actual: 1
Predicted: 0.899915705208061 Actual: 1
Predicted: 0.903543692029347 Actual: 1
Predicted: 0.879423110481748 Actual: 1
Predicted: 0.885741820996758 Actual: 1
Predicted: 0.860928075453352 Actual: 1
Predicted: 0.892585905478688 Actual: 1
Predicted: 0.916648293530936 Actual: 1
Predicted: 0.858569966186245 Actual: 1
Predicted: 0.892592788529841 Actual: 1
Predicted: 0.857814321256841 Actual: 1
Predicted: 0.872385895319102 Actual: 1
Predicted: 0.862018698089379 Actual: 1
Predicted: 0.875709631011625 Actual: 1
Predicted: 0.868599473771905 Actual: 1
Predicted: 0.885779075889088 Actual: 1
Predicted: 0.873747048291587 Actual: 1
Predicted: 0.883335541308236 Actual: 1
Predicted: 0.892688549112484 Actual: 1
Predicted: 0.875712408442998 Actual: 1
Predicted: 0.911452848658255 Actual: 1
Predicted: 0.86888399940723 Actual: 1
Predicted: 0.908693477200352 Actual: 1
Predicted: 0.875962951820673 Actual: 1
Predicted: 0.905483608698114 Actual: 1
Predicted: 0.886254081894998 Actual: 1
Predicted: 0.870400849628467 Actual: 1
Predicted: 0.837665022974267 Actual: 1
Predicted: 0.864440501922176 Actual: 1
Predicted: 0.870406480040594 Actual: 1
Predicted: 0.883032650490718 Actual: 1
Predicted: 0.898193521129067 Actual: 0.8
Predicted: 0.866055706067531 Actual: 1
Predicted: 0.8623361878186 Actual: 1
Predicted: 0.857152487192421 Actual: 1
Predicted: 0.894528675463762 Actual: 1
Predicted: 0.862035239868602 Actual: 0.8
Predicted: 0.862035785060588 Actual: 1
Predicted: 0.885798135687802 Actual: 1
Predicted: 0.905933091516049 Actual: 0.8
Predicted: 0.870416904632464 Actual: 0.8
Predicted: 0.862510835243092 Actual: 0.8
Predicted: 0.868900247611915 Actual: 1
Predicted: 0.894674329282146 Actual: 1
Predicted: 0.857855086190341 Actual: 0.8
Predicted: 0.886937207486864 Actual: 0.8
Predicted: 0.888766071546905 Actual: 0.6
Predicted: 0.857858288463153 Actual: 0.8
Predicted: 0.862350888740956 Actual: 0.6
Predicted: 0.901045206484261 Actual: 0.6
Predicted: 0.889938299988473 Actual: 1
Predicted: 0.872702557558606 Actual: 1
Predicted: 0.862518153207266 Actual: 0.8
Predicted: 0.87291641233114 Actual: 1
Predicted: 0.857888518083056 Actual: 0.6
Predicted: 0.83480414212562 Actual: 1
Predicted: 0.890294687220151 Actual: 0.8
Predicted: 0.877831720329085 Actual: 1
Predicted: 0.914536174279845 Actual: 0.2
Predicted: 0.851268160515933 Actual: 1
Predicted: 0.85200380146394 Actual: 0.8
Predicted: 0.864321155586567 Actual: 0.4
Predicted: 0.885891012771846 Actual: 1
Predicted: 0.886373594609469 Actual: 1
Predicted: 0.90869346592713 Actual: 0.6
Predicted: 0.864540573022071 Actual: 1
Predicted: 0.862597196587698 Actual: 1
Predicted: 0.884628724925925 Actual: 1
Predicted: 0.884628991611 Actual: 0.6
Predicted: 0.853744346333069 Actual: 0.4
Predicted: 0.843590066704529 Actual: 1
Predicted: 0.836321534540097 Actual: 0.8
Predicted: 0.879549744466804 Actual: 1
Predicted: 0.893385952428523 Actual: 0.8
Predicted: 0.887043339542814 Actual: 0.8
Predicted: 0.888637385086474 Actual: 0.8
Predicted: 0.857053790140891 Actual: 0.8
Predicted: 0.873376087046755 Actual: 1
Predicted: 0.837459537685771 Actual: 0.6
Predicted: 0.910948694725433 Actual: 1
Predicted: 0.872745997013008 Actual: 1
Predicted: 0.862672756602605 Actual: 1
Predicted: 0.882301227017867 Actual: 0.8
Predicted: 0.892395676999167 Actual: 1
Predicted: 0.883271697770062 Actual: 1
Predicted: 0.894642577162517 Actual: 1
Predicted: 0.857065064471084 Actual: 1
Predicted: 0.875887380910365 Actual: 0.8
Predicted: 0.897791044585883 Actual: 1
Predicted: 0.866240363540842 Actual: 1
Predicted: 0.872748684581833 Actual: 1
Predicted: 0.875889553182543 Actual: 0.8
Predicted: 0.862184647068005 Actual: 1
Predicted: 0.874814982434598 Actual: 0.6
Predicted: 0.886398380330822 Actual: 1
Predicted: 0.881728763790094 Actual: 1
Predicted: 0.836344186986469 Actual: 0.8
Predicted: 0.893625089488541 Actual: 1
Predicted: 0.868007933331225 Actual: 0.8
Predicted: 0.896265532332151 Actual: 0.8
Predicted: 0.870591008254806 Actual: 1
Predicted: 0.87946179420154 Actual: 1
Predicted: 0.857329078285028 Actual: 1
Predicted: 0.881745749367686 Actual: 0.6
Predicted: 0.900616082217595 Actual: 1
Predicted: 0.874775426284586 Actual: 0.8
Predicted: 0.863015075533419 Actual: 0.6
Predicted: 0.894781635801552 Actual: 1
Predicted: 0.89446054028511 Actual: 1
Predicted: 0.886436248913326 Actual: 0.8
Predicted: 0.914482686510304 Actual: 0.8
Predicted: 0.866740384454296 Actual: 0.8
Predicted: 0.872537623396661 Actual: 1
Predicted: 0.872474058161472 Actual: 0.8
Predicted: 0.896505816166957 Actual: 1
Predicted: 0.914598292801215 Actual: 1
Predicted: 0.857753684167138 Actual: 0.8
Predicted: 0.901272808025484 Actual: 0.2
Predicted: 0.875992693579672 Actual: 1
Predicted: 0.875995056844047 Actual: 1
Predicted: 0.8953488072191 Actual: 0.6
Predicted: 0.867950668554369 Actual: 0.8
Predicted: 0.853830746259185 Actual: 0.8
Predicted: 0.835047886943341 Actual: 1
Predicted: 0.845042371731617 Actual: 1
Predicted: 0.88198356270618 Actual: 0.8
Predicted: 0.862304008300869 Actual: 0.2
Predicted: 0.862307252579907 Actual: 1
Predicted: 0.862307793261647 Actual: 1
Predicted: 0.862308514156664 Actual: 0.8
Predicted: 0.871235075794808 Actual: 1
Predicted: 0.842505287459864 Actual: 1
Predicted: 0.898801146690109 Actual: 0.6
Predicted: 0.828288411980845 Actual: 0.6
Predicted: 0.893757447166675 Actual: 1
Predicted: 0.90335822706011 Actual: 1
Predicted: 0.890017812501265 Actual: 0.4
Predicted: 0.862715256261616 Actual: 0.2
Predicted: 0.858131559055837 Actual: 0.8
Predicted: 0.862330673885825 Actual: 1
Predicted: 0.857437646862049 Actual: 1
Predicted: 0.873424241062172 Actual: 0.6
Predicted: 0.918154716770883 Actual: 1
Predicted: 0.871010520192441 Actual: 1
Predicted: 0.883278104484313 Actual: 0.6
Predicted: 0.883904297414586 Actual: 1
Predicted: 0.86235245856993 Actual: 0.8
Predicted: 0.862352638547814 Actual: 1
Predicted: 0.886947639903449 Actual: 1
Predicted: 0.864691998057184 Actual: 0.8
Predicted: 0.865791391196292 Actual: 0.8
Predicted: 0.86451389503091 Actual: 0.8
Predicted: 0.871286665808225 Actual: 1
Predicted: 0.894885825121248 Actual: 0.8
Predicted: 0.851558139925701 Actual: 0.4
Predicted: 0.874925372798835 Actual: 0.8
Predicted: 0.908572689442551 Actual: 1
Predicted: 0.864717162218844 Actual: 0.8
Predicted: 0.864718255689553 Actual: 0.6
Predicted: 0.88203963923002 Actual: 1
Predicted: 0.881939924049326 Actual: 0.4
Predicted: 0.752220403437457 Actual: 0.8
Predicted: 0.752238785180683 Actual: 0.8
Predicted: 0.74097562501472 Actual: 0.8
Predicted: 0.740992844392642 Actual: 0.8
Predicted: 0.815526720074824 Actual: 0.8
Predicted: 0.772492237312735 Actual: 0.7
Predicted: 0.787138550372849 Actual: 0.9
Predicted: 0.741087277200391 Actual: 0.7
Predicted: 0.819074237448248 Actual: 0.8
Predicted: 0.840966824538568 Actual: 0.8
Predicted: 0.769534323955245 Actual: 0.8
Predicted: 0.743915364921287 Actual: 0.8
Predicted: 0.752443387311627 Actual: 0.8
Predicted: 0.755009084642006 Actual: 0.9
Predicted: 0.70917949985808 Actual: 0.8
Predicted: 0.797438267547011 Actual: 0.7
Predicted: 0.810800594702261 Actual: 0.8
Predicted: 0.752523418360271 Actual: 1
Predicted: 0.722507541193413 Actual: 0.7
Predicted: 0.837050783625121 Actual: 0.5
Predicted: 0.826770535720793 Actual: 0.7
Predicted: 0.803415016169384 Actual: 0.8
Predicted: 0.807406152139925 Actual: 0.8
Predicted: 0.817474406418124 Actual: 1
Predicted: 0.787492724978044 Actual: 0.6
Predicted: 0.837154338530848 Actual: 0.5
Predicted: 0.769085350040391 Actual: 0.8
Predicted: 0.752884815045421 Actual: 0.8
Predicted: 0.79188963842469 Actual: 1
Predicted: 0.797195600371413 Actual: 0.7
Predicted: 0.741616762241321 Actual: 0.9
Predicted: 0.743607637116763 Actual: 0.7
Predicted: 0.737133367979578 Actual: 0.8
Predicted: 0.797328966922695 Actual: 0.8
Predicted: 0.753123574508758 Actual: 0.8
Predicted: 0.769303437930756 Actual: 0.9
Predicted: 0.753197665319109 Actual: 0.9
Predicted: 0.787788745288314 Actual: 0.8
Predicted: 0.755546410524682 Actual: 0.8
Predicted: 0.829817960373053 Actual: 0.7
Predicted: 0.85367838065382 Actual: 0.3
Predicted: 0.784713638559149 Actual: 1
Predicted: 0.757284659969404 Actual: 0.8
Predicted: 0.756063679486818 Actual: 0.8
Predicted: 0.767851288543706 Actual: 0.7
Predicted: 0.753451630833814 Actual: 0.8
Predicted: 0.800759088444447 Actual: 0.7
Predicted: 0.753687794561562 Actual: 0.8
Predicted: 0.742175409933354 Actual: 0.9
Predicted: 0.753594392377473 Actual: 0.8
Predicted: 0.835523866028947 Actual: 0.7
Predicted: 0.74221044536922 Actual: 0.7
Predicted: 0.742278644376722 Actual: 0.7
Predicted: 0.744281759757346 Actual: 0.7
Predicted: 0.756358573841902 Actual: 0.7
Predicted: 0.81210693432616 Actual: 0.7
Predicted: 0.788344180540212 Actual: 0.8
Predicted: 0.809828054126725 Actual: 0.7
Predicted: 0.788531205722906 Actual: 0.9
Predicted: 0.742752252057298 Actual: 0.7
Predicted: 0.798256951303131 Actual: 0.8
Predicted: 0.754256796847237 Actual: 0.8
Predicted: 0.788578958800126 Actual: 0.7
Predicted: 0.801307952379725 Actual: 0.9
Predicted: 0.765220695371998 Actual: 0.7
Predicted: 0.831218632138837 Actual: 0.7
Predicted: 0.754472751339263 Actual: 0.9
Predicted: 0.743105143142578 Actual: 0.7
Predicted: 0.811925758302668 Actual: 0.6
Predicted: 0.798651635503411 Actual: 0.9
Predicted: 0.756318941311306 Actual: 0.7
Predicted: 0.75490070530128 Actual: 0.9
Predicted: 0.745199000253361 Actual: 0.9
Predicted: 0.838353500302765 Actual: 0.8
Predicted: 0.827369942509328 Actual: 0.7
Predicted: 0.806912890580604 Actual: 0.9
Predicted: 0.795440862560968 Actual: 0.6
Predicted: 0.832666909556431 Actual: 0.8
Predicted: 0.771087106058816 Actual: 0.7
Predicted: 0.759830954731341 Actual: 0.8
Predicted: 0.769157438765802 Actual: 0.8
Predicted: 0.745306319090444 Actual: 0.8
Predicted: 0.77128354723961 Actual: 0.5
Predicted: 0.771375462629237 Actual: 0.8
Predicted: 0.744768009806341 Actual: 0.8
Predicted: 0.814779704814816 Actual: 0.8
Predicted: 0.828476516144173 Actual: 0.7
Predicted: 0.746560400997828 Actual: 0.8
Predicted: 0.798266690242406 Actual: 0.9
Predicted: 0.83932668064387 Actual: 0.9
Predicted: 0.746922203992555 Actual: 0.7
Predicted: 0.845684127217502 Actual: 1
Predicted: 0.773914048958312 Actual: 0.8
Predicted: 0.768665726334899 Actual: 0.9
Predicted: 0.76942060873326 Actual: 0.8
Predicted: 0.842548123081283 Actual: 0.9
Predicted: 0.785559760296071 Actual: 0.8
Predicted: 0.76751556713323 Actual: 0.8
Predicted: 0.761512766913255 Actual: 0.9
Predicted: 0.709474036713672 Actual: 0.8
Predicted: 0.63749641257911 Actual: 0.4
Predicted: 0.675381853648356 Actual: 0.4
Predicted: 0.685485914725814 Actual: 1
Predicted: 0.664940428963592 Actual: 0.8
Predicted: 0.724672928378865 Actual: 0.8
Predicted: 0.760845958408054 Actual: 1
Predicted: 0.760864625242189 Actual: 0.9
Predicted: 0.697862472031114 Actual: 0.9
Predicted: 0.661811231722381 Actual: 0.9
Predicted: 0.579267265867145 Actual: 0.9
Predicted: 0.661860700463877 Actual: 0.4
Predicted: 0.629734778146977 Actual: 0.4
Predicted: 0.577929697489747 Actual: 0.4
Predicted: 0.579584821653704 Actual: 0.4
Predicted: 0.597389494821436 Actual: 0.1
Predicted: 0.714738009761731 Actual: 0.6
Predicted: 0.672210404121537 Actual: 0.6
Predicted: 0.672727708430133 Actual: 0.8
Predicted: 0.579807955764963 Actual: 0.8
Predicted: 0.564165143901388 Actual: 0.8
Predicted: 0.677681534086676 Actual: 0.7
Predicted: 0.623182809063025 Actual: 0.6
Predicted: 0.606106330240009 Actual: 0.8
Predicted: 0.545163263970452 Actual: 0.2
Predicted: 0.606203227789859 Actual: 0.4
Predicted: 0.698661596419558 Actual: 0.8
Predicted: 0.533619054873347 Actual: 0.6
Predicted: 0.664812819696116 Actual: 0.9
Predicted: 0.702320885510065 Actual: 0.6
Predicted: 0.607856876478095 Actual: 0.2
Predicted: 0.590742414287391 Actual: 0.8
Predicted: 0.572159737556464 Actual: 0.7
Predicted: 0.563189870251125 Actual: 0.3
Predicted: 0.607394450624638 Actual: 0.3
Predicted: 0.689235653144591 Actual: 0.3
Predicted: 0.663993028342587 Actual: 1
Predicted: 0.675756921589479 Actual: 0.6
Predicted: 0.664698909798131 Actual: 1
Predicted: 0.659927220429355 Actual: 0.8
Predicted: 0.67629972304534 Actual: 0.7
Predicted: 0.639172168500478 Actual: 0.8
Predicted: 0.634154718859696 Actual: 0.6
Predicted: 0.676738027442905 Actual: 0.6
Predicted: 0.694584924071725 Actual: 0.6
Predicted: 0.71638117441551 Actual: 0.6
Predicted: 0.69943163704774 Actual: 0.8
Predicted: 0.731592676233984 Actual: 0.8
Predicted: 0.663484806279432 Actual: 0.6
Predicted: 0.764319683642716 Actual: 1
Predicted: 0.760984584471814 Actual: 0.8
Predicted: 0.663507022746541 Actual: 0.8
Predicted: 0.771511263548776 Actual: 0.8
Predicted: 0.778262770005333 Actual: 0.4
Predicted: 0.743218877776571 Actual: 0.6
Predicted: 0.694174187458644 Actual: 1
Predicted: 0.68993213323847 Actual: 0.6
Predicted: 0.69420545610382 Actual: 0.4
Predicted: 0.798091343590556 Actual: 1
Predicted: 0.74399692908668 Actual: 0.6
Predicted: 0.663622268108353 Actual: 0.6
Predicted: 0.689968212250559 Actual: 0.6
Predicted: 0.609896442183418 Actual: 0.6
Predicted: 0.771963803326938 Actual: 0.6
Predicted: 0.679364494690227 Actual: 0.6
Predicted: 0.795625735568613 Actual: 0.6
Predicted: 0.710481223475057 Actual: 0.6
Predicted: 0.671470633784887 Actual: 0.6
Predicted: 0.667414933849395 Actual: 0.8
Predicted: 0.667906453071387 Actual: 0.8
Predicted: 0.690044786928468 Actual: 0.6
Predicted: 0.743384852826281 Actual: 0.8
Predicted: 0.705394902938752 Actual: 0.6
Predicted: 0.625254951204631 Actual: 0.8
Predicted: 0.731009723584958 Actual: 0.8
Predicted: 0.726530494871723 Actual: 0.8
Predicted: 0.653789884506197 Actual: 0.6
Predicted: 0.753697128992136 Actual: 0.8
Predicted: 0.73717452598671 Actual: 0.6
Predicted: 0.756818563825156 Actual: 0.8
Predicted: 0.744498652866944 Actual: 0.6
Predicted: 0.725872906000881 Actual: 0.6
Predicted: 0.638605480185645 Actual: 0.8
Predicted: 0.679579244097609 Actual: 0.6
Predicted: 0.722838216070643 Actual: 1
Predicted: 0.69454536037108 Actual: 0.4
Predicted: 0.705625455856283 Actual: 0.2
Predicted: 0.653889287998303 Actual: 0.2
Predicted: 0.653529855430566 Actual: 1
Predicted: 0.66807271386476 Actual: 0.6
Predicted: 0.672812816710575 Actual: 0.4
Predicted: 0.74423730965842 Actual: 0.8
Predicted: 0.737384816327576 Actual: 0.6
Predicted: 0.657758762760247 Actual: 0.6
Predicted: 0.743943037548563 Actual: 0.8
Predicted: 0.66407000490243 Actual: 0.8
Predicted: 0.678670918015647 Actual: 0.6
Predicted: 0.743964871476881 Actual: 0.6
Predicted: 0.668265944521344 Actual: 0.6
Predicted: 0.686844653110166 Actual: 0.8
Predicted: 0.733675749300071 Actual: 1
Predicted: 0.69469619964041 Actual: 1
Predicted: 0.677257367717632 Actual: 0.6
Predicted: 0.718309515067849 Actual: 1
Predicted: 0.694703997483549 Actual: 1
Predicted: 0.691952384807021 Actual: 0.8
Predicted: 0.67367774566376 Actual: 1
Predicted: 0.732200855028849 Actual: 1
Predicted: 0.732203928232557 Actual: 0.8
Predicted: 0.625720612506203 Actual: 0.8
Predicted: 0.791053999408291 Actual: 1
Predicted: 0.678707016139504 Actual: 0.6
Predicted: 0.702709695388641 Actual: 0.8
Predicted: 0.649379295267621 Actual: 0.6
Predicted: 0.736148291643036 Actual: 0.8
Predicted: 0.664194494722975 Actual: 0.8
Predicted: 0.718361502950654 Actual: 0.6
Predicted: 0.775894198620737 Actual: 0.6
Predicted: 0.685600412301056 Actual: 0.8
Predicted: 0.679945252196954 Actual: 0.6
Predicted: 0.705811449987052 Actual: 0.6
Predicted: 0.723125836384949 Actual: 0.6
Predicted: 0.727267582701205 Actual: 0.6
Predicted: 0.654316049227602 Actual: 0.4
Predicted: 0.668401473973989 Actual: 0.8
Predicted: 0.694795878342196 Actual: 0.6
Predicted: 0.678756315120077 Actual: 0.6
Predicted: 0.664257906281826 Actual: 0.6
Predicted: 0.79259732158074 Actual: 1
Predicted: 0.749249825398372 Actual: 0.2
Predicted: 0.76968684779999 Actual: 1
Predicted: 0.692839830637316 Actual: 0.5
Predicted: 0.792832678113377 Actual: 1
Predicted: 0.840158424051197 Actual: 1
Predicted: 0.799621345745754 Actual: 0.8
Predicted: 0.749253594987533 Actual: 0.7
Predicted: 0.77347975915141 Actual: 0.4
Predicted: 0.759231018156023 Actual: 0.8
Predicted: 0.828738972547977 Actual: 1
Predicted: 0.804759340954542 Actual: 0.8
Predicted: 0.737303994304706 Actual: 0.9
Predicted: 0.72455676912703 Actual: 0.7
Predicted: 0.773565215760485 Actual: 0.4
Predicted: 0.821609691058373 Actual: 1
Predicted: 0.712942973342917 Actual: 1
Predicted: 0.717177189086513 Actual: 0.8
Predicted: 0.791084303242913 Actual: 0.9
Predicted: 0.841653077625846 Actual: 0.8
Predicted: 0.740510163817798 Actual: 0.7
Predicted: 0.828869791791754 Actual: 1
Predicted: 0.749647164482153 Actual: 0.7
Predicted: 0.732610389558067 Actual: 0.8
Predicted: 0.770228331079399 Actual: 0.8
Predicted: 0.74965304083157 Actual: 0.8
Predicted: 0.819715771775367 Actual: 0.8
Predicted: 0.773812299697688 Actual: 0.8
Predicted: 0.764096995264931 Actual: 0.8
Predicted: 0.801494628344396 Actual: 0.8
Predicted: 0.728501012661084 Actual: 0.6
Predicted: 0.736448971142052 Actual: 0.8
Predicted: 0.77026722289403 Actual: 0.8
Predicted: 0.734538014477353 Actual: 0.7
Predicted: 0.773859101917432 Actual: 0.1
Predicted: 0.78642546444476 Actual: 0.6
Predicted: 0.802165512834443 Actual: 0.8
Predicted: 0.743712232255923 Actual: 0.6
Predicted: 0.818106786951051 Actual: 0.7
Predicted: 0.795139144976445 Actual: 1
Predicted: 0.759668072843777 Actual: 0.8
Predicted: 0.786538596470375 Actual: 0.8
Predicted: 0.794188333748526 Actual: 0.6
Predicted: 0.741048366513775 Actual: 1
Predicted: 0.716040123675916 Actual: 0.7
Predicted: 0.774070988579012 Actual: 1
